date,platform,sort_type,rank,product_name,brand,volume_ml,regular_price,discount,sales_price,rating,review_count,main_ingredients,ingredients,ing_source,url
2026-09-13,oliveyoung,신상품순,12,닥터엘시아 345 릴리프 스팟 파우더 15ml,닥터엘시아,15,13000,10%,11700,4.9,7,"칼라민, 티트리잎추출물, 판테놀","정제수, 변성알코올, 칼라민, 글리세린, 티타늄디옥사이드, 부틸렌글라이콜, 세라마이드엔피, 다이메틸설폰, 판테놀, 살리실릭애씨드, 글라이콜릭애씨드, 병풀추출물, 징크피씨에이, 글루코노락톤, 타타릭애씨드, 말릭애씨드, 티트리잎수, 1,2-헥산다이올, 녹차추출물, 락틱애씨드, 편백잎추출물, 티트리잎오일, 마데카소사이드, 하이드로제네이티드레시틴, 세테아릴알코올, 병풀잎추출물, 달맞이꽃꽃추출물, 대왕소나무잎추출물, 칡뿌리추출물, 당느릅나무뿌리추출물, 스테아릭애씨드, 티트리잎추출물, 티트리추출물, 아시아티코사이드, 펜틸렌글라이콜, 카프릴릴글라이콜, 세라마이드엔에스, 피토스핑고신, 콜레스테롤, 세라마이드에이에스, 세라마이드에이피, 세라마이드이오피",html,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000263871&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=12
2026-09-13,oliveyoung,신상품순,13,[9월 올영픽] 토리든 다이브인 저분자 히알루론산 세럼 50ml 리필 기획 (+50ml 리필+자석인형) (시나모롤),토리든,50,36000,29%,25600,4.9,"3,785","히알루론산, 판테놀, 알란토인","정제수, 부틸렌글라이콜, 글리세린, 다이프로필렌글라이콜, 1,2-헥산다이올, 판테놀, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드하이알루로닉애씨드(1,000ppm), 소듐하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 알란토인, 엑토인, 감초추출물, 2,3-부탄다이올, 트레할로오스, 베타인, 프로판다이올, 쇠비름추출물, 버지니아풍년화잎추출물, 마데카소사이드, 마데카식애씨드, 세라마이드엔피, 베타-글루칸, 말라카이트추출물, 콜레스테롤, 펜틸렌글라이콜, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 피브이엠/엠에이코폴리머, 폴리글리세릴-10라우레이트, 잔탄검, 트로메타민, 카보머, 에틸헥실글리세린, 황금추출물, 모란뿌리추출물",html,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000263664&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=13
2026-09-13,oliveyoung,신상품순,14,[9월 올영픽/산리오 콜라보] 구달 청귤 비타C E TXA 세럼 30ml+30ml 리필 기획 (+폼폼푸린 에코백),구달,60,32000,27%,23500,4.9,"4,064","트라넥사믹애씨드, 비타민C(아스코빅애씨드)","정제수, 탄제린추출물, 부틸렌글라이콜, 글리세레스26, 트라넥사믹애씨드, 나이아신아마이드, 프로판다이올, 다이프로필렌글라이콜, 1,2-헥산다이올, 토코페릴아세테이트, 펜틸렌글라이콜, 3-O-에틸아스코빅애씨드, 다이에톡시에틸석시네이트, 아이리쉬모스추출물, 판테놀, 사탕수수추출물, 글리세린, 카보머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 트로메타민, 잔탄검, 에틸헥실글리세린, 해바라기씨오일, 아데노신, 아스코빌글루코사이드, 소듐하이알루로네이트, 소듐파이테이트, 페룰릭애씨드, 사이아노코발아민, 베타-글루칸, 베르가모트오일, 아스코빅애씨드, 알칸나뿌리추출물, 소듐아스코빌포스페이트, 레몬껍질오일, 녹차씨오일, 라벤더오일, 오렌지껍질오일, 유칼립투스잎추출물, 일랑일랑꽃오일, 토코페롤, 글루코노락톤, 효모발효추출물, 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 폴리글리세릴-10올리에이트, 니코틴아마이드모노뉴클레오타이드, 니코틴아마이드아데닌다이뉴클레오타이드, 아데노신트라이포스페이트, 폴리글리세릴-10라우레이트, 포스파티딜콜린, 하이드로제네이티드레시틴, 칼슘판토테네이트, 노나펩타이드-1",html,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000263569&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=14
2026-09-13,oliveyoung,신상품순,15,[9월 올영픽/산리오 콜라보] 구달 청귤 비타C 잡티케어 세럼 알파 50+50ml 리필 기획(+폼폼푸린 마그넷 피규어),구달,100,43000,35%,27900,4.9,"4,940","탄제린추출물, 비타민C, 나이아신아마이드","정제수,탄제린추출물,부틸렌글라이콜,나이아신아마이드,다이프로필렌글라이콜,메틸글루세스-20,1,2-헥산다이올,글리세레스-26,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,판테놀,아이리쉬모스추출물,글리세린,콜레스-24,사탕수수추출물,카보머,트로메타민,폴리글리세릴-10라우레이트,에틸헥실글리세린,소듐하이알루로네이트,알란토인,아데노신,토코페릴아세테이트,하이드로제네이티드레시틴,하이드롤라이즈드호호바에스터,소듐파이테이트,잔탄검,인도멀구슬나무꽃추출물,홀리바질잎추출물,베르가모트오일,인도멀구슬나무잎추출물,아스코빌글루코사이드,다이포타슘글리시리제이트,울금뿌리추출물,참산호말추출물,라벤더오일,아스코빅애씨드,레몬껍질오일,오렌지껍질오일,유칼립투스잎추출물,일랑일랑꽃오일,3-O-에틸아스코빅애씨드,소듐아스코빌포스페이트,감초뿌리추출물,마데카소사이드,녹차추출물,말토덱스트린,스키산드라 스페난테라열매추출물,캐모마일꽃추출물,토코페롤,로즈마리잎추출물,아시아티코사이드,호장근뿌리추출물,병풀잎추출물,하이드록시프로필사이클로덱스트린,병풀추출물,흰목이버섯추출물,글루타티온,포타슘하이드록사이드,티옥틱애씨드,다이소듐이디티에이,유비퀴논,리모넨,리날룰",html,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000263562&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=15
2026-09-13,oliveyoung,신상품순,16,[9월올영픽/잠티PICK] 피지오겔 데일리뮨 앰플 20ml+20ml 기획(+마스크1매),피지오겔,65,78000,31%,54000,4.8,"10,352","비타민C, 판테놀, 세라마이드엔피","[앰플] 정제수, 다이프로필렌글라이콜, 프로판다이올, 아스코빅애씨드*, 2,3-부탄다이올, 글리세린, 변성알코올, 판테놀*, 글라이코실트레할로오스, 하이드로제네이티드스타치하이드롤리세이트, 1,2-헥산다이올, 솔비톨, 폴리글리세릴-10스테아레이트, 폴리글리세릴-10올리에이트, 알란토인, 마데카소사이드, 트레할로오스, 부틸렌글라이콜, 베티버뿌리오일, 덱스트린, 소듐하이알루로네이트, 잇꽃꽃추출물, 카카오씨추출물, 후추열매오일, 생강오일, 홍삼추출물, 영지버섯추출물, 토코페롤*, 페룰릭애씨드, 스쿠알란, 카프릴릭/카프릭트라이글리세라이드, 세라마이드엔피, 하이드로제네이티드레시틴, 육계잎오일, 다마스크장미꽃오일, 돌콩오일, 다이소듐이디티에이, 트로메타민 ※ ACE VITA COMPLEX™ 성분 : * [마스크] 정제수, 프로판다이올, 글리세린*, 1,2-헥산다이올, 나이아신아마이드*, 다이프로필렌글라이콜, 판테놀*, 트레할로오스*, 부틸렌글라이콜, 알란토인*, 락토바실러스/콩발효추출물, 효모/감자추출물발효여과물, 효모/보리씨발효여과물, 토코페롤*, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 폴리글리세릴-10스테아레이트, 아이리쉬모스추출물, 폴리글리세릴-10올리에이트, 아스코빅애씨드*, 페룰릭애씨드*, 덱스트린, 잇꽃꽃추출물, 카프릴릭/카프릭트라이글리세라이드, 카카오씨추출물, 하이드록시에틸셀룰로오스, 세테아릴알코올, 돌콩오일*, 아라키딜알코올, 스쿠알란, 베헤닐알코올, 시어버터, 아라키딜글루코사이드, 하이드로제네이티드레시틴, 세라마이드엔피, 다마스크장미꽃오일, 콜레스테롤, 다이소듐포스페이트, 소듐포스페이트, 카보머, 팔미틱애씨드, 스테아릭애씨드, 잔탄검, 베티버뿌리오일, 후추열매오일, 생강오일, 육계잎오일, 트로메타민, 트라이소듐이디티에이 ※ MULTI GLOW EX COMPLEX™ 성분 : *",html,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000263542&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=16
2026-09-13,oliveyoung,신상품순,17,[NEW리뷰이벤트/탄력캡슐세럼] 동국제약 루온셀 PDRN 세럼 25ml,루온셀,25,35000,24%,26600,5,15,"PDRN, 아데노신, 마데카소사이드","흰버드나무껍질수, 정제수, 다이프로필렌글라이콜, 글리세린, 부틸렌글라이콜, 프로판다이올, 카프릴릭/카프릭트라이글리세라이드, 나이아신아마이드, 1,2-헥산다이올, 하이드록시에틸우레아, 하이드록시아세토페논, 카프릴릴글라이콜, C12-13파레스-9, 알지닌, 메틸프로판다이올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 스페인감초뿌리추출물, 해안에린지움캘러스배양여과물, 캐스터오일/아이피디아이코폴리머, 카보머, 에틸헥실글리세린, 하이드로제네이티드폴리(C6-14올레핀), 소듐폴리포스페이트, 아미노부티릭애씨드, 판테놀, 아데노신, 황련뿌리추출물, 에이치디아이/트라이메틸올헥실락톤크로스폴리머, 마데카소사이드, 커피콩추출물, 하이드롤라이즈드익스텐신, 알로에베라잎수, 아시아티코사이드, 고산골무꽃꽃/잎/줄기추출물, 스테아레스-30, 글리세릴글루코사이드, 구멍갈파래추출물, 마데카식애씨드, 트로메타민, 아시아틱애씨드, 병풀추출물, 시트릭애씨드, 다이포타슘글리시리제이트, 소듐디엔에이(10ppm), 말토덱스트린, 치자추출물, 펜틸렌글라이콜, 다이메틸실란올하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 카퍼트라이펩타이드-1, 소듐하이알루로네이트, 포타슘하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 팔미토일테트라펩타이드-7, 소듐하이알루로네이트다이메틸실란올, 소듐아세틸레이티드하이알루로네이트, 팔미토일트라이펩타이드-1, 유자껍질오일, 리모넨",html,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000263509&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=17
2026-09-13,oliveyoung,신상품순,18,[NEW/수분홀딩] 라운드랩 자작나무 수분 드롭 세럼 50ml 기획 (+크림 20ml),라운드랩,70,28000,40%,16900,4.9,213,자작나무수액,"[자작나무 수분 드롭 세럼 50ml] 정제수, 글리세린, 프로판다이올, 다이페닐다이메티콘, 1, 2-헥산다이올, 자작나무수액(10,967ppm), 트레할로오스, 알지닌, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 잔탄검, 에틸헥실글리세린, 덱스트린, 스퍼미딘, 소듐파이테이트, 치자추출물, 글리세릴카프릴레이트, 카프릴릭애씨드, 다이프로필렌글라이콜, 울금뿌리추출물, 소듐디엔에이, 솔비탄올리베이트, 세테아릴 올리베이트, 세테아릴알코올, 글리세릴글루코사이드, 하이드로제네이티드레시틴, 베툴린, 부틸렌글라이콜, 카보머, 토코페롤, 바쿠치올, 소듐하이알루로네이트, 글라이신, 글루타믹애씨드 [자작나무 수분 크림 20ml] 정제수, 글리세린, 아이소노닐아이소노나노에이트, 아이소도데케인, 1,2-헥산다이올, 펜틸렌글라이콜, 폴리데센, 자작나무수액(10,000ppm), 호호바에스터, 판테놀, 글리세릴글루코사이드, 아라비아고무나무검, 하이드롤라이즈드오크라추출물, 소듐하이알루로네이트, 하이알루로닉애씨드, 화이트루핀씨추출물, 드럼스틱씨추출물, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 아이비고드열매추출물, 알로에베라꽃추출물, 가지열매추출물, 홀리바질잎추출물, 참산호말추출물, 울금뿌리추출물, 아스코빅애씨드, 펜타에리스리틸테트라에틸헥사노에이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 에틸헥실글리세린, 아가, 다이포타슘글리시리제이트, 글리세릴카프릴레이트, 부틸렌글라이콜, 다이소듐이디티에이",html,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000263178&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=18
2026-09-13,oliveyoung,신상품순,19,[9월올영픽/설윤PICK] 바이오더마 하이드라비오 에센스 로션 200ml 기획 (+펌프용기+파우치) (2609),바이오더마,200,38000,26%,28100,4.8,"17,271","속건조, 속당김 해결하는 수분잠금력, 피부 컨디션을 끌어올리는 보습부스터, 맑고 환한 수분빛 피부 수분광채","정제수,메틸프로판다이올,나이아신아마이드,피피지-26-부테스-26,피이지-40하이드로제네이티드캐스터오일,소듐피씨에이,다이소듐이디티에이,살리실릭애씨드,하이드록시에틸셀롤로오스,만니톨,소듐시트레이트,토코페릴아세테이트,자이리톨,헥실데칸올,세틸리도늄브로마이드,향료,벤조트라이아졸릴도데실-p-크레졸,람노오스,소듐하이드록사이드,사과씨추출물,유채스테롤,토코페롤 10",html,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000263073&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=19
2026-09-13,oliveyoung,신상품순,20,[9월 올영픽/산리오] 아비브 어성초 테카 캡슐 세럼 카밍 드롭 50ml 더블 기획(+스팟패치+케이스),아비브,100,48000,42%,27900,4.7,"16,426","TECA, 어성초, 열감 진정","정제수, 1,2-헥산다이올, 나이아신아마이드, 프로판다이올, 다이프로필렌글라이콜, 부틸렌글라이콜, 글리세린, 베타인, 다이에톡시에틸석시네이트, 약모밀추출물(8,015 ppm), 카프릴릭/카프릭트라이글리세라이드, 아이소노닐아이소노나노에이트, 아이리쉬모스추출물, 판테놀, 글루코오스, 클로렐라 불가리스추출물, 사탕수수추출물, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 카보머, 프룩토오스, 프룩토올리고사카라이드, 트로메타민, 펜틸렌글라이콜, 에틸헥실글리세린, 잔탄검, 캐스터오일/아이피디아이코폴리머, 마데카소사이드, 석시닉애씨드, 알란토인, 소듐파이테이트, 인도멀구슬나무잎추출물, 바이오사카라이드검-1, 인도멀구슬나무꽃추출물, 아이비고드열매추출물, 알지닌, 베타-글루칸, 호박가루, 가지열매추출물, 울금뿌리추출물, 홀리바질잎추출물, 아모다이메티콘, 참산호말추출물, 드럼스틱씨오일, 토코페롤, 엑토인, 아시아티코사이드(0.082 ppm), 마데카식애씨드(0.068 ppm), 아시아틱애씨드(0.05 ppm), 사과추출물, 4-터피네올, 솔비톨",html,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000263036&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=20
2026-09-13,oliveyoung,신상품순,21,[원현주PICK/신규기획] 믹순 콩 에센스 50ml 기획 (+콩 에센스 1.5ml*6ea + 콩 크림 15ml),믹순,50,35000,15%,29700,4.7,"1,408","발효콩, 콩발효추출물","* 콩에센스 정제수, 프로판다이올, 글리세린, 락토바실러스/콩발효추출물(25,000ppm), 락토바실러스/석류발효추출물, 효모/보리씨발효여과물, 락토바실러스/배즙발효여과물 * 콩 크림 정제수, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 하이드로제네이티드폴리아이소부텐, 폴리글리세릴-3다이스테아레이트, 하이드로제네이티드코코-글리세라이즈, 메도우폼씨오일, 부틸렌글라이콜, 다이아이소스테아릴말레이트, 비닐다이메티콘, 세테아릴알코올, 스테아릭애씨드, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 글리세릴스테아레이트, 하이드록시아세토페논, 솔비탄아이소스테아레이트, 글리세릴스테아레이트시트레이트, 카보머, 트로메타민, 판테놀, 다이포타슘글리시리제이트, 하이드로제네이티드레시틴, 프로판다이올, 에틸헥실글리세린,아데노신, 인도멀구슬나무꽃추출물, 한련초추출물, 아이비고드열매추출물, 다이소듐이디티에이, 소듐폴리아크릴레이트, 홀리바질잎추출물, 인도멀구슬나무잎추출물, 울금뿌리추출물, 참산호말추출물,락토바실러스/콩발효추출물(50ppm), 락토바실러스/석류발효추출물, 효모/보리씨발효여과물, 락토바실러스/배즙발효여과물, 팔미틱애씨드, 베르가모트오일, 올레익애씨드, 라벤더오일, 캐모마일꽃오일",html,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000263031&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=21
2026-09-13,oliveyoung,신상품순,22,[화잘먹/속건조 수분충전] 디마프 히어로 마이 퍼스트 버블세럼 155ml 기획 (+50ml 구성),디마프,205,34000,18%,27900,4.9,"1,577",빈 문자열,"정제수, 메틸프로판다이올, 글리세린, 부틸렌글라이콜, 마카다미아씨오일, 호호바씨오일, 다이프로필렌글라이콜, 1,2헥산다이올, 달맞이꽃꽃추출물, 소듐하이알루로네이트, 하이알루로닉애씨드, C12-14알케스-12, 네오펜틸글라이콜다이카프레이트, 베타인, 판테놀, 자일리톨, 세라마이드엔피, 레시틴, 토코페릴아세테이트, 알란토인, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 카보머, 알지닌, 카프릴릴글라이콜, 스타아니스추출물, 에틸헥실글리세린, 아세틱애씨드, 다이소듐이디티에이",html,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000263028&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=22
2026-09-13,oliveyoung,신상품순,23,[9월 올영픽] 유세린 하이알루론 에피셀린 세럼 30ml 기획 (+진정장벽 마스크팩 1매),유세린,30,69000,42%,39900,4.8,"1,289",에피셀린,"[하이알루론 에피셀린 세럼] 정제수,변성알코올,글리세린,부틸렌글라이콜,피마자씨오일,옥틸도데칸올,글리세릴스테아레이트시트레이트,다이부틸아디페이트 ,세테아릴알코올,프로필헵틸카프릴레이트,다이스타치포스페이트,글리세릴스테아레이트,라우로일라이신,페녹시에탄올,향료,트라이소듐에틸렌다이아민다이석시네이트,석시노글리칸,에틸헥실글리세린,소듐하이알루로네이트(0.25%), 시트릭애씨드,다이하이드로미리세틴(0.15%),소듐메타바이설파이트, 다이에틸헥실시링질리덴말로네이트,글리시레티닉애씨드,잔탄검,돌콩배아추출물,젤란검,카프릴릭/카프릭트라이글리세라이드,토코페롤,소듐하이드록사이드 [울트라 센시티브 리페어 수퍼 수르스 마스크] 정제수,부틸렌글라이콜,글리세린,다이프로필렌글라이콜,판테놀,1,2-헥산다이올,프로판다이올,하이드록시아세토페논,폴리솔베이트20,카보머,알지닌,펜틸렌글라이콜,알란토인,4-t-부틸사이클로헥산올,에틸헥실글리세린,하이드록시에틸셀룰로오스,다이소듐이디티에이,하이알루로닉애씨드,하이드롤라이즈드하이알루로닉애씨드,소듐하이산알루로네이트,폴리솔베이드60,다이소듐포스페이트,소듐포스페이트,병풀뿌리추출물,프랑스해안송껍질추출물,병풀추출물,병풀잎추출물,아시아틱애씨드,아시아티코사이드,마데카식애씨드,마데카소사이드",html,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000263014&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=23
2026-09-13,oliveyoung,신상품순,24,[썸머썸머PICK/9월 올영픽] 유세린 티아미돌 부스터 세럼 30ml 기획 (+광채 세럼 7ml),유세린,37,69000,42%,39900,4.7,812,티아미돌,"[이븐래디언스 브라이트닝 부스터 세럼] 정제수,변성알코올,부틸렌글라이콜,글리세린,아이소프로필팔미테이트,세테아릴아이소노나노에이트,다이아이소프로필아디페이트,프로필헵틸카프릴레이트,다이스타치포스페이트,세테아릴알코올,하이드록시프로필스타치포스페이트,글리세릴스테아레이트,소듐하이알루로네이트,페녹시에탄올,향료,다이메티콘,토코페롤,에틸헥실글리세린,트라이소듐이디티에이,데하이드로잔탄검,소듐스테아로일글루타메이트,아이소부틸아미도티아졸릴레조시놀,잔탄검,소듐아스코빌포스페이트,젤란검,글루코실루틴,시트릭애씨드,창과감초뿌리추출물,아이소쿼시트린,소듐클로라이드 [이븐래디언스 일루미네이팅 세럼 7ml] 정제수,글리세린,변성알코올,세틸알코올,다이부틸아디페이트 ,카프릴릭/카프릭트라이글리세라이드,다이카프릴릴카보네이트,프로필헵틸카프릴레이트,페녹시에탄올,에틸헥실글리세린,다이메티콘,향료,소듐하이알루로네이트,카보머,트라이소듐이디티에이,아이소부틸아미도티아졸릴레조시놀,소듐스테아로일글루타메이트,소듐하이드록사이드,소듐클로라이드,토코페롤",html,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000263011&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=24
